"","treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","countPOM","status","date"
"49",92,130,"100076","100076","PSYBRA","921",162.52,414.66,617057,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"50",102,141,"100088","100088","SCHMOR","921",162.92,410.83,617058,6,140,"1.15",1.15,2016-08-04,"alive","MAIN;A",1,"A",20670
"51",111,150,"100098","100098","CECSCH","921",162.06,410.17,617059,6,127,"1.3",1.32,2016-08-04,"alive","MAIN;A",1,"A",20670
"52",115,154,"100100","100100","CECSCH","921",162.77,410.09,617060,6,299,"1.7",1.72,2016-08-04,"alive","MAIN;A",1,"A",20670
"53",116,155,"100101","100101","OCOLEU","1021",183.72,411.56,578695,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"54",119,158,"100104","100104","MYRSPL","1021",182.89,410.15,578696,6,44.9,"1.25",1.26,2016-08-04,"alive","MAIN;A",1,"A",20670
"55",120,159,"100105","100105","OCOLEU","1021",181.75,410.41,578697,6,64,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"56",121,160,"100106","100106","CORBOR","1021",180.92,410.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"57",122,161,"100107","100107","ALCLAT","1021",180.93,410.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"58",130,169,"100114","100114","OCOLEU","1021",180.57,409.14,578682,6,57,"1.4",1.4,2016-08-04,"alive","MAIN;A",1,"A",20670
"59",131,170,"100115","100115","PSYBRA","1021",180.58,408.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"60",132,171,"100116","100116","PSYBRA","1021",180.36,407.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"61",133,172,"100117","100117","PSYBRA","1021",180.6,408.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"62",134,173,"100118","100118","MICIMP","1021",181.6,407.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"63",137,176,"100120","100120","OCOLEU","1021",182.48,406.99,578683,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"64",140,179,"100123","100123","MYRDEF","1021",183.58,406.41,578684,6,23,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"65",141,180,"100124","100124","OCOLEU","1021",183.54,406.25,578685,6,48,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"66",142,181,"100125","100125","MYRSPL","1021",180.45,405.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"67",144,183,"100131","100131","BYRSPI","1021",180.84,401.26,578674,6,58,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"68",150,189,"100137","100137","CASARB","1021",181.48,400.78,578675,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;ST",1,"D",20670
"69",154,194,"100141","100141","CASARB","1021",184.3,400.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"70",155,195,"100142","100142","PSYBRA","1021",184.32,401.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"71",157,197,"100144","100144","CASARB","921",161.47,410.66,617061,6,NA,NA,NA,2016-08-04,"stem dead","MAIN;A;LS;DP;ST",1,"G",20670
"72",159,199,"100147","100147","CECSCH","921",160.76,409.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"73",160,200,"100148","100148","CASARB","921",160.21,412.39,617062,6,52.1,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"74",161,201,"100149","100149","SCHMOR","921",160.13,411.24,617063,6,95,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"75",164,204,"100151","100151","SCHMOR","921",160.67,408.27,617041,6,153,"1.4",1.4,2016-08-04,"alive","MAIN;A",1,"A",20670
"76",166,206,"100153","100153","COFARA","921",160.68,407.23,617042,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"77",169,209,"100157","100157","PREMON","921",161.76,407.04,617043,6,143,"1.35",1.35,2016-08-04,"alive","MAIN;A",1,"A",20670
"78",170,210,"100158","100158","CECSCH","921",162.48,406.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"79",173,213,"100162","100162","CECSCH","921",160.57,405.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"80",174,214,"100164","100164","PSYBRA","921",162.49,405.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"81",174,215,"100164","100165","PSYBRA","921",162.49,405.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"82",175,216,"100166","100166","CECSCH","921",160.61,409.3,617044,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;ST",1,"D",20670
"83",177,218,"100168","100168","CASSYL","921",163.53,409.82,617045,6,42.6,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"84",179,220,"100170","100169","CASARB","921",162.75,409.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"85",179,221,"100170","100170","CASARB","921",162.75,409.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"86",180,222,"100171","100095","CASARB","921",164.61,409.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"87",180,223,"100171","100096","CASARB","921",164.61,409.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"88",180,224,"100171","100171","CASARB","921",164.61,409.5,617046,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"89",180,225,"100171","100174","CASARB","921",164.61,409.5,617049,6,46.1,"1.35",1.34,2016-08-04,"alive","SPROUT;A",1,"A",20670
"90",181,226,"100172","100172","CASARB","921",164.61,409.33,617047,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;B",1,"D",20670
"91",181,227,"100172","100173","CASARB","921",164.61,409.33,617048,6,NA,NA,NA,2016-08-04,"broken below","SPROUT;LS;B",1,"G",20670
"92",188,235,"100184","100184","SCHMOR","921",164.26,408.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"93",198,248,"100197","100197","MANBID","921",164.11,405.6,617050,6,101,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"94",200,250,"100199","100199","SCHMOR","921",163.64,405.37,617051,6,228,"1.15",1.17,2016-08-04,"alive","MAIN;A",1,"A",20670
"95",203,253,"100200","100200","SCHMOR","921",163.88,405.06,617052,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT",1,"D",20670
"96",204,254,"100202","100202","SCHMOR","921",163.41,404.19,617032,6,224,"1.25",1.25,2016-08-04,"alive","MAIN;A",1,"A",20670
"97",206,257,"100205","100205","SCHMOR","921",160.64,404.27,617033,6,107,"1.35",1.35,2016-08-04,"alive","MAIN;A",1,"A",20670
"98",207,258,"100206","100206","PSYBRA","921",161.38,403.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"99",207,259,"100206","100207","PSYBRA","921",161.38,403.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"100",208,260,"100208","100208","CECSCH","921",160.12,401.72,617034,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT",1,"D",20670
"101",224,277,"100223","100223","PREMON","921",163.19,400.42,617035,6,183,"1.25",1.26,2016-08-04,"alive","MAIN;A",1,"A",20670
"102",230,283,"100229","100229","SCHMOR","821",159.08,404.64,614297,6,117,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"103",231,284,"100230","100230","PSYBRA","821",159.46,404.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"104",234,287,"100233","100233","SCHMOR","821",157.46,404,614298,6,133,"1.25",1.25,2016-08-04,"alive","MAIN;A",1,"A",20670
"105",236,289,"100236","100236","CECSCH","821",156.17,404.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"106",237,290,"100237","100237","CECSCH","821",155.68,403.82,614300,6,144,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"107",237,291,"100237","100238","CECSCH","821",155.68,403.82,614301,6,NA,NA,NA,2016-08-04,"broken below","SPROUT;LS;B",1,"G",20670
"108",242,296,"100243","100243","INGLAU","821",158.71,400.64,614302,6,161,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"109",246,300,"100247","100247","PSYBRA","821",159.29,402.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"110",247,301,"100248","100248","MICPRA","821",159.21,403.69,614303,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"111",252,306,"100252","100252","SCHMOR","821",157.93,401.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"112",253,307,"100253","100253","SCHMOR","821",157.38,400.94,614304,6,148,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"113",254,308,"100254","100254","CECSCH","821",156.34,400.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"114",255,309,"100255","100255","CORBOR","821",156.76,400.73,614305,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"115",256,310,"100256","100256","CECSCH","821",155.54,400.24,614306,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT",1,"D",20670
"116",258,312,"100258","100258","CECSCH","821",155.09,402.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"117",259,313,"100259","100259","SCHMOR","821",155.37,405.52,614320,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;B",1,"D",20670
"118",262,316,"100261","100261","OCOSIN","821",156.99,405.71,614321,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"119",263,317,"100262","100262","SCHMOR","821",158.6,405.42,614322,6,169,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"120",266,320,"100265","100265","PSYBER","821",159.32,405.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"121",266,321,"100265","100266","PSYBER","821",159.32,405.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"122",268,323,"100268","100268","CECSCH","821",159.96,405.64,614323,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;B",1,"D",20670
"123",269,324,"100269","100269","PSYBER","821",159.8,406.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"124",271,326,"100270","100270","CECSCH","821",159.85,407.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"125",275,330,"100274","100274","PSYBER","821",157.16,406.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"126",276,331,"100275","100275","OCOLEU","821",157.82,406.29,614324,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"127",281,337,"100284","100281","PSYBER","821",159.38,409.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"128",281,338,"100284","100283","PSYBER","821",159.38,409.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"129",281,339,"100284","100284","PSYBER","821",159.38,409.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"130",281,340,"100284","100286","PSYBER","821",159.38,409.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"131",282,341,"100287","100287","CASARB","821",158.58,410.07,614329,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;B",1,"D",20670
"132",287,348,"100293","100293","PSYBRA","821",155.65,408.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"133",292,358,"100301","100301","ALCLAT","821",155.87,408.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"134",304,375,"100317","100317","CORBOR","821",155.43,409.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"135",304,376,"100317","100318","CORBOR","821",155.43,409.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"136",309,381,"100322","100322","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"137",309,382,"100322","100323","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"138",309,383,"100322","100324","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"139",309,384,"100322","100325","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"140",309,385,"100322","100326","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"141",309,386,"100322","100327","PSYBRA","821",156.79,410.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"142",310,387,"100329","100328","PSYBRA","821",156.61,411.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"143",310,388,"100329","100329","PSYBRA","821",156.61,411.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"144",310,389,"100329","100330","PSYBRA","821",156.61,411.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"145",328,407,"100346","100346","SCHMOR","821",159.86,410.7,614330,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT;B",1,"D",20670
"146",329,408,"100347","100347","SCHMOR","821",159.82,411.06,614331,6,152,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"147",331,410,"100349","100349","SCHMOR","821",159.46,412.19,614332,6,64,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"148",333,412,"100350","100350","MICPRA","821",159.16,412.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"149",333,413,"100350","100351","MICPRA","821",159.16,412.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"150",336,416,"100355","100355","SCHMOR","821",158.21,413.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"151",339,419,"100358","100358","CASARB","821",159.74,413.76,614334,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B;T",1,"G",20670
"152",340,420,"100359","100359","PSYBRA","821",158.78,413.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"153",344,426,"100364","100364","CASARB","821",159.24,414.14,614335,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT",1,"D",20670
"154",346,428,"100366","100366","CASARB","821",158.83,414.54,614336,6,84,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"155",347,429,"100368","100367","MICPRA","821",158.41,414.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"156",347,430,"100368","100368","MICPRA","821",158.41,414.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"157",350,438,"100375","100375","OCOLEU","821",157.51,414.72,614337,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"158",353,441,"100379","100379","OCOLEU","821",155.44,414.41,614338,6,NA,NA,NA,2016-08-04,"broken below","MAIN;A;LS;B",1,"G",20670
"159",358,447,"100384","100384","PSYBRA","821",155.7,411.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"160",359,448,"100386","100385","PSYBRA","821",155.54,411.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"161",359,449,"100386","100386","PSYBRA","821",155.54,411.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"162",359,450,"100386","100387","PSYBRA","821",155.54,411.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"163",360,451,"100389","100388","PSYBRA","821",155.46,410.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"164",360,452,"100389","100389","PSYBRA","821",155.46,410.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"165",371,464,"100399","100399","PSYBER","821",157.2,416.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"166",374,467,"100403","100401","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"167",374,468,"100403","100402","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"168",374,469,"100403","100403","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"169",374,470,"100403","100404","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"170",374,471,"100403","100405","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"171",374,472,"100403","100406","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"172",374,473,"100403","100407","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"173",374,474,"100403","100408","PSYBRA","821",158.92,418.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"174",375,475,"100409","100377","PSYBRA","821",155.16,415.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"175",375,476,"100409","100409","PSYBRA","821",155.16,415.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"176",375,477,"100409","100410","PSYBRA","821",155.16,415.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"177",379,481,"100413","100413","OCOLEU","821",155.39,415.86,614349,6,51,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"178",379,482,"100413","100414","OCOLEU","821",155.39,415.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"179",380,483,"100415","100415","GUAGUI","821",155.71,417.36,614350,6,79,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"180",381,484,"100416","100416","GUAGUI","821",155.26,417.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"181",382,485,"100417","100417","TRIPAL","821",155.55,417.91,614351,6,54,"1.3",1.3,2016-08-04,"alive","MAIN;A",1,"A",20670
"182",385,489,"100420","100420","CASARB","821",158.92,417.04,614352,6,167,"1.2",1.2,2016-08-04,"alive","MAIN;A",1,"A",20670
"183",385,490,"100420","100421","CASARB","821",158.92,417.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"184",385,491,"100420","100422","CASARB","821",158.92,417.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"185",386,492,"100423","100423","PSYBRA","921",160.3,417.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"186",386,493,"100423","100424","PSYBRA","921",160.3,417.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"187",391,501,"100431","100431","PSYBER","821",157.14,418.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"188",391,502,"100431","100432","PSYBER","821",157.14,418.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"189",392,503,"100433","100433","PSYBER","821",159.01,419.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"190",397,508,"100442","100437","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"191",397,509,"100442","100438","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"192",397,510,"100442","100439","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"193",397,511,"100442","100440","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"194",397,512,"100442","100441","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"195",397,513,"100442","100442","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"196",397,514,"100442","100443","PSYBRA","821",157.94,419.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"197",398,515,"100444","100444","OCOLEU","821",155.68,418.68,614353,6,NA,NA,NA,2016-08-04,"stem dead","MAIN;A;LS;DP;ST",1,"G",20670
"198",406,525,"100454","100454","MYRSPL","821",154.4,419.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"199",406,526,"100454","100455","MYRSPL","821",154.4,419.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"200",406,527,"100454","100456","MYRSPL","821",154.4,419.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G",NA
"201",407,528,"100457","100457","PSYBRA","821",151.11,418.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"202",409,530,"100459","100459","PIPGLA","821",150.04,419.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"203",418,539,"100468","100468","PIPGLA","821",150.9,410.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"204",423,544,"100472","100472","SCHMOR","821",152.38,410.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"205",426,547,"100475","100475","DENARB","821",153.34,411.07,614287,6,NA,NA,NA,2016-08-04,"dead","MAIN;DEADT",1,"D",20670
